Minimum level:2
Runtime (sec):9.0397301000
Support network with minimum level
57 67
57 45
67 59
45 66
16 62
62 8
61 56
56 42
55 18
18 29
17 26
26 20
25 47
47 17
31 43
43 57
69 58
58 16
35 70
70 34
53 36
36 49
50 54
54 44
20 5
19 46
46 68
66 46
5 33
5 9
33 48
33 10
28 38
38 64
37 34
34 50
68 16
59 69
40 32
32 11
65 3
44 13
6 23
6 51
23 41
51 52
51 15
29 39
41 61
52 31
15 55
60 65
10 14
27 28
27 1
1 24
1 4
39 40
39 21
22 30
30 7
4 6
4 63
63 25
64 42
48 37
49 22
24 60
7 12
21 53
21 19
42 35
0 27
0 2
