Minimum level:4
Runtime (sec):0.1051066000
Support network with minimum level
75 5
5 37
56 76
76 46
34 20
20 36
15 33
33 68
21 11
72 62
62 79
45 85
85 26
85 86
46 24
17 75
17 19
19 25
25 78
57 48
57 87
48 18
87 82
70 50
50 64
88 50
66 58
58 6
82 58
60 88
81 35
35 36
77 7
78 41
26 30
86 21
51 52
52 42
37 73
37 27
73 38
27 49
74 66
69 70
49 28
28 8
43 80
80 44
79 22
22 24
68 81
67 15
0 55
0 2
55 56
55 1
2 45
2 3
64 54
63 43
31 53
53 63
10 32
32 51
39 16
16 23
1 40
1 47
40 74
47 57
47 17
18 71
4 65
65 77
65 69
42 84
84 44
83 72
61 67
36 59
59 39
44 60
38 89
23 12
30 4
29 90
90 61
89 29
71 83
71 31
24 14
3 10
3 9
54 13
41 34
