Minimum level:2
Runtime (sec):0.0592279000
Support network with minimum level
32 47
47 26
37 9
2 38
38 5
36 18
18 22
75 59
59 73
34 76
76 42
0 27
0 75
27 41
27 19
41 43
19 45
78 36
35 13
60 56
56 49
55 4
4 10
4 37
80 70
70 17
49 50
50 21
45 1
45 77
53 12
53 54
54 7
5 23
23 28
28 8
22 24
21 79
79 20
68 44
44 32
69 80
20 31
15 63
63 64
66 48
48 42
26 11
3 39
39 15
43 51
64 24
17 16
16 34
77 78
77 46
46 3
1 29
29 25
29 71
71 30
30 60
73 74
74 72
72 69
61 62
62 34
57 58
58 67
31 53
10 65
25 55
33 57
33 14
65 33
65 66
51 52
40 35
52 40
42 2
24 6
67 61
67 68
