Minimum level:4
Runtime (sec):82.4597789000
Support network with minimum level
22 9
29 73
73 12
75 56
56 30
4 76
4 47
76 8
47 55
47 25
62 54
54 52
53 36
36 34
48 36
3 35
3 79
35 24
35 53
79 42
67 65
65 63
17 68
68 48
58 40
40 10
19 17
31 20
20 70
49 32
49 50
32 16
50 16
39 45
45 77
28 64
64 18
63 44
44 21
51 44
52 15
1 33
1 28
33 6
59 60
60 78
57 49
26 19
15 1
15 57
66 74
74 71
11 23
11 14
23 51
55 75
55 61
61 62
43 67
25 26
25 37
37 66
37 39
18 31
27 80
80 59
42 43
46 42
34 72
72 27
71 38
38 7
69 70
70 30
30 5
24 22
21 13
41 46
77 78
78 58
8 29
8 11
16 69
2 3
2 4
0 41
0 2
