Minimum level:1
Runtime (sec):9.6459290000
Support network with minimum level
74 9
37 39
37 58
39 49
39 38
58 30
57 42
42 76
41 28
28 29
27 14
19 37
19 79
79 80
79 2
36 4
4 71
4 46
55 65
65 23
54 56
56 48
1 77
1 50
77 78
50 7
49 40
40 59
35 13
71 66
46 73
45 15
15 16
73 43
43 74
8 44
44 72
31 24
31 32
24 53
32 52
16 21
23 41
38 68
29 69
69 47
53 54
63 67
63 64
67 22
64 34
33 25
25 35
3 45
3 5
2 3
2 55
68 81
22 8
78 70
47 26
26 31
34 26
83 19
82 84
84 36
51 27
52 48
20 10
21 57
80 17
62 6
70 12
59 60
60 51
7 33
61 11
48 62
30 20
81 82
17 18
18 1
75 18
76 63
66 20
72 61
0 75
0 83
