Minimum level:2
Runtime (sec):151.9598429000
Support network with minimum level
82 30
30 8
41 42
42 64
71 72
72 39
15 26
26 3
31 32
32 12
2 11
49 10
18 50
50 9
22 46
46 2
45 49
56 81
81 14
75 45
65 76
76 22
7 66
66 47
47 48
47 43
48 56
43 58
43 13
28 15
16 75
27 21
21 18
1 28
1 59
59 23
69 33
33 63
55 70
70 5
4 19
19 37
19 17
77 78
77 7
78 44
74 44
44 40
3 51
51 73
57 16
58 74
0 1
39 57
60 54
54 34
24 54
25 65
25 31
23 4
23 29
53 60
53 25
6 82
37 20
20 71
61 38
38 53
79 80
80 62
64 77
29 67
29 36
67 68
67 52
36 41
35 61
40 62
73 69
17 27
63 79
34 6
52 24
62 55
68 35
