Minimum level:1
Runtime (sec):40.4784895000
Support network with minimum level
27 6
16 28
28 59
2 71
71 72
41 30
30 26
67 42
42 56
59 68
68 74
44 60
60 64
24 76
76 20
75 38
38 32
63 64
64 78
0 2
0 1
1 31
1 29
74 7
73 10
10 69
10 17
7 13
39 22
22 14
19 40
40 15
23 24
23 55
55 45
18 34
34 47
33 18
17 23
15 65
58 27
65 67
57 66
57 21
66 70
21 58
31 37
37 75
37 61
72 32
20 57
32 73
47 51
51 53
51 62
25 48
48 49
26 5
61 4
49 3
5 46
5 63
29 43
29 41
43 35
53 54
62 44
3 50
50 8
56 16
70 58
77 36
36 39
78 9
45 52
54 12
52 19
46 33
35 25
35 77
69 11
