Minimum level:3
Runtime (sec):1.7582694000
Support network with minimum level
52 30
30 53
19 30
21 22
22 20
79 46
46 83
26 80
80 14
15 23
23 3
23 24
75 28
75 76
28 96
76 52
55 56
56 79
45 34
34 67
35 36
36 57
53 54
54 32
1 63
63 85
63 64
59 37
37 60
60 90
74 38
38 44
71 27
27 1
27 95
51 72
72 4
17 91
91 18
90 16
16 25
24 92
33 35
20 18
18 68
92 39
58 42
42 12
41 29
29 89
29 55
85 69
69 33
69 70
49 86
86 65
84 50
50 8
65 5
65 66
64 62
81 93
93 82
2 31
2 15
31 51
57 87
57 88
87 21
88 58
66 77
25 19
77 78
32 81
83 6
6 73
94 84
44 94
82 9
8 10
10 11
61 2
62 45
73 7
70 40
40 48
39 41
89 13
48 74
78 74
96 59
47 26
4 17
4 43
43 44
95 75
0 61
0 71
67 47
68 49
