Minimum level:5
Runtime (sec):2.7147737000
Support network with minimum level
45 19
19 38
47 46
46 17
84 48
48 18
32 28
28 20
77 78
78 25
67 90
90 68
89 83
83 47
88 64
64 67
63 30
30 91
1 73
73 33
73 74
58 14
15 31
15 40
31 79
40 8
39 92
92 15
91 3
3 45
3 49
59 39
59 60
60 69
10 53
53 57
23 75
23 88
75 4
87 29
29 63
27 87
27 77
35 1
35 36
36 44
57 54
37 35
38 42
55 50
50 43
70 56
56 41
5 71
71 27
25 26
26 10
68 24
65 12
16 66
66 72
52 34
34 21
33 23
24 59
43 24
44 89
51 11
51 52
8 80
80 13
79 84
2 61
2 85
61 6
85 5
85 86
0 37
0 2
74 22
21 16
81 82
82 76
18 54
41 18
76 42
49 7
49 55
72 32
22 9
86 70
69 65
42 62
62 20
54 81
20 58
17 51
