Minimum level:5
Runtime (sec):121.7388893000
Support network with minimum level
36 76
76 20
75 58
58 32
73 74
74 14
32 74
17 4
4 62
53 18
18 13
21 54
54 44
69 28
28 17
0 70
0 1
70 60
1 37
1 6
24 16
16 22
19 16
20 3
25 51
25 49
51 52
51 21
49 56
65 33
33 42
33 41
15 66
66 34
31 30
30 65
45 46
45 15
46 32
34 10
50 34
72 36
43 36
67 68
68 44
52 48
48 75
37 24
37 47
6 9
6 27
2 25
39 40
39 38
40 71
38 35
10 11
9 23
23 53
41 19
42 63
59 39
60 2
27 45
27 69
47 59
47 67
35 12
35 43
55 5
56 64
63 50
64 26
71 61
26 7
62 29
61 72
29 8
29 31
44 57
22 55
57 73
