Minimum level:1
Runtime (sec):7.9728474000
Support network with minimum level
41 10
7 42
7 11
42 12
70 76
76 62
75 59
59 60
59 43
2 19
2 37
19 61
19 15
37 53
37 65
17 1
49 50
50 30
67 68
67 55
68 48
55 56
24 40
40 33
39 57
57 73
30 66
66 69
65 4
4 6
4 5
71 2
23 72
23 35
72 58
35 39
58 67
62 27
27 3
34 52
52 48
51 32
32 24
47 74
74 49
73 71
33 70
61 31
31 47
0 23
56 29
18 41
46 44
44 28
43 26
26 51
25 64
64 45
63 36
36 9
29 25
15 75
54 20
20 14
38 18
8 63
60 54
53 38
69 70
16 34
6 13
5 21
45 17
21 46
21 16
48 8
28 22
22 7
