Minimum level:5
Runtime (sec):84.4162837000
Support network with minimum level
52 50
50 20
28 50
39 61
61 41
59 60
60 73
73 74
74 55
48 40
40 81
70 42
42 62
15 17
17 77
17 29
27 75
75 58
67 68
67 39
68 34
45 57
57 46
37 38
37 35
38 1
35 67
0 21
21 23
21 47
51 32
51 59
32 69
3 43
3 8
43 15
18 28
58 28
62 76
41 33
29 36
29 79
36 30
79 80
20 11
72 20
12 14
12 13
30 24
24 63
25 26
26 49
2 30
46 44
44 72
78 44
65 66
66 78
1 56
1 12
56 18
80 16
63 64
64 6
4 5
33 31
31 51
31 27
34 48
23 45
23 25
76 7
19 46
81 82
81 22
82 3
22 2
69 70
55 65
55 71
71 54
49 19
77 16
16 4
47 37
53 9
54 52
6 53
6 10
