Minimum level:1
Runtime (sec):206.2768106000
Support network with minimum level
53 12
75 54
54 7
34 76
76 32
23 67
67 68
70 56
56 36
45 4
4 62
4 5
58 46
46 51
50 73
73 74
65 8
8 71
8 37
57 66
66 19
37 58
49 38
38 50
68 26
26 16
71 72
72 44
35 59
59 60
25 17
17 16
74 24
24 11
39 47
39 45
47 40
63 1
1 3
1 39
15 64
64 25
40 27
22 48
48 15
29 21
21 9
11 30
11 35
30 20
42 49
19 31
31 22
31 69
60 33
51 52
51 29
52 36
32 6
41 42
10 28
28 61
27 23
5 55
5 57
55 70
55 65
69 34
20 13
33 20
61 53
62 41
36 75
44 14
0 63
0 43
43 18
18 2
16 10
