Minimum level:2
Runtime (sec):50.9832635000
Support network with minimum level
40 51
51 57
51 25
27 63
63 67
63 65
45 46
46 8
55 56
56 75
39 36
39 40
36 5
12 13
75 43
43 24
19 76
76 22
30 28
28 11
0 23
0 59
23 45
23 2
59 41
57 58
25 14
22 20
37 38
38 30
31 32
32 50
21 15
15 16
2 3
2 4
52 64
64 10
67 68
68 60
41 29
16 19
26 60
60 7
47 21
47 73
73 74
20 66
69 72
72 70
71 44
44 48
24 49
1 24
33 34
34 52
74 26
48 54
4 6
4 55
6 17
6 27
35 71
50 37
61 62
62 33
42 62
70 42
18 1
54 39
53 35
49 9
49 61
9 69
9 53
29 18
29 31
58 42
17 47
66 12
65 66
