Minimum level:4
Runtime (sec):50.7962367000
Support network with minimum level
44 56
56 4
55 74
74 14
73 52
52 28
35 41
41 42
90 23
23 77
7 25
7 94
25 9
94 10
93 44
43 55
79 3
79 80
80 43
12 72
72 18
71 58
58 64
5 19
19 7
66 93
53 39
39 91
39 35
63 54
54 24
64 81
0 33
0 45
33 61
45 75
45 1
29 30
29 26
30 20
26 99
9 63
9 12
51 73
51 53
21 51
97 98
98 83
95 62
62 49
76 96
96 48
16 11
67 37
37 38
57 68
68 71
47 34
34 97
75 76
100 46
46 82
1 31
1 57
31 21
31 85
84 86
86 82
85 40
40 32
91 92
92 42
22 92
28 22
38 2
89 38
36 90
27 67
32 29
20 15
15 65
15 79
60 5
69 8
59 70
59 60
70 24
83 84
81 69
18 13
17 18
82 20
88 89
42 6
77 59
77 78
78 100
48 87
87 27
87 88
50 16
99 16
2 36
65 66
49 50
61 47
61 95
24 17
