Minimum level:4
Runtime (sec):9.7343039000
Support network with minimum level
54 28
28 34
27 46
46 7
56 46
61 63
63 40
45 62
45 49
62 56
49 50
23 9
53 54
55 18
18 14
69 70
70 67
21 22
22 16
26 24
24 10
58 38
38 39
37 61
4 6
4 65
6 27
6 8
65 41
41 30
67 68
68 66
7 21
51 43
43 52
43 33
52 44
33 42
33 2
29 59
59 60
30 5
42 34
2 3
64 69
47 1
34 48
48 26
35 25
25 29
25 45
16 36
36 12
66 47
31 32
32 60
50 44
44 20
0 57
0 37
57 58
57 51
12 13
12 53
60 23
39 17
19 31
17 35
17 55
40 19
5 64
5 11
20 15
15 4
