Minimum level:2
Runtime (sec):0.2761621000
Support network with minimum level
74 76
76 53
75 31
31 22
47 71
47 40
71 67
40 74
39 18
18 87
17 23
23 77
23 9
33 73
33 56
73 6
56 62
55 43
43 50
53 10
58 72
72 46
67 48
84 13
49 7
7 17
50 66
64 44
44 5
2 4
4 79
4 25
48 88
66 68
68 8
29 35
35 57
35 45
46 30
62 34
61 16
16 28
15 19
19 81
19 49
81 82
82 61
41 42
41 65
42 80
65 33
24 32
32 59
22 54
85 22
20 86
86 14
1 51
51 41
51 70
37 38
38 39
60 36
36 84
10 60
54 20
28 47
21 69
21 85
69 1
70 52
52 34
59 60
79 55
80 75
30 78
77 30
78 26
83 12
34 83
9 27
27 11
26 24
63 37
87 64
88 3
57 58
45 63
0 2
0 21
25 15
25 29
