Minimum level:4
Runtime (sec):12.6013737000
Support network with minimum level
24 27
27 57
27 8
38 76
76 77
75 65
65 52
22 46
46 16
45 62
62 4
61 25
25 29
39 51
39 68
51 40
68 23
67 33
33 53
7 10
7 19
10 71
19 34
19 9
17 67
17 1
1 73
23 69
52 30
30 16
15 11
55 61
50 56
56 44
54 28
28 31
57 66
66 58
40 20
5 22
21 22
20 72
60 21
53 63
34 43
73 49
49 39
49 50
37 74
37 15
74 38
47 48
48 54
70 26
26 41
71 37
31 3
3 6
3 5
18 32
32 13
44 42
43 60
59 24
69 70
35 14
77 78
78 58
36 18
16 18
41 45
41 64
64 42
63 55
58 36
29 47
29 75
72 35
2 59
2 7
42 12
0 17
0 2
