Minimum level:3
Runtime (sec):0.5936465000
Support network with minimum level
29 41
29 43
41 42
43 30
86 54
54 2
75 87
87 76
79 51
51 1
82 80
80 14
90 36
36 16
5 26
26 58
42 34
33 22
22 57
39 40
40 94
69 70
70 44
55 63
63 64
17 73
17 88
73 27
88 85
76 74
27 53
27 7
4 77
4 6
77 56
6 67
44 50
30 81
47 52
52 48
1 4
1 21
57 69
72 3
3 78
28 62
62 25
61 62
92 38
38 13
94 37
93 94
16 92
84 32
32 11
60 32
34 10
7 74
74 18
66 24
24 68
23 20
20 91
19 79
64 84
83 82
81 82
0 89
0 35
89 46
35 19
35 90
53 75
59 55
59 60
78 12
56 28
65 66
67 15
85 71
71 72
50 86
48 23
49 5
25 29
25 49
18 39
58 83
46 59
45 31
31 65
31 47
21 33
91 93
91 17
15 45
68 8
37 61
37 9
