Minimum level:4
Runtime (sec):56.4967548000
Support network with minimum level
78 40
40 22
52 40
43 27
27 11
55 44
44 21
2 56
56 43
75 72
72 24
47 76
47 12
76 73
31 8
8 60
15 32
15 35
32 16
35 36
46 18
18 36
28 18
0 17
0 1
17 2
17 51
1 25
1 65
21 23
23 71
23 41
49 50
50 63
54 48
48 78
62 38
38 33
37 46
45 34
34 10
70 34
30 68
68 52
67 42
42 39
36 20
51 28
39 61
39 19
61 69
19 31
58 49
66 26
26 15
57 58
69 64
33 70
64 62
63 22
22 7
59 4
4 6
4 5
60 45
73 74
74 9
53 54
77 30
25 57
65 29
16 3
24 47
71 75
29 55
29 53
5 66
5 77
20 13
7 14
7 37
41 59
41 67
