Minimum level:4
Runtime (sec):5.6300235000
Support network with minimum level
56 5
5 7
5 15
18 16
16 44
23 58
58 45
57 22
22 24
21 63
63 31
48 34
34 32
31 18
62 18
36 59
59 38
54 52
52 32
51 60
60 61
38 21
37 68
68 64
67 35
35 55
27 43
27 67
43 3
32 66
66 4
65 8
1 41
1 6
41 42
41 37
6 9
6 23
0 49
0 33
49 50
49 2
33 48
33 1
29 51
42 30
15 65
15 62
61 11
26 24
24 28
64 25
30 26
25 19
19 57
47 20
20 12
40 36
17 53
53 46
69 70
70 29
46 70
50 54
45 69
55 28
39 40
2 27
2 39
28 56
44 10
9 47
9 17
10 14
10 13
