Minimum level:3
Runtime (sec):3.5748569000
Support network with minimum level
49 77
77 39
55 56
55 57
56 50
57 17
1 4
1 55
4 8
4 78
46 34
34 73
70 34
16 11
11 13
11 14
38 36
36 9
7 10
10 12
10 16
22 24
24 45
33 46
45 6
72 38
35 22
53 68
68 54
67 28
28 63
42 28
64 62
62 23
75 76
76 71
74 76
47 61
47 48
61 75
48 74
29 3
3 43
3 31
25 37
37 5
59 26
26 52
40 60
60 18
27 41
41 67
69 70
69 64
63 29
32 30
30 25
43 30
50 44
17 27
17 42
73 58
58 40
15 35
15 51
51 65
54 66
66 59
65 66
52 18
39 69
44 20
78 44
19 21
21 15
21 49
20 47
31 19
31 32
71 72
23 33
23 53
0 1
0 2
18 7
