Minimum level:3
Runtime (sec):37.5004926000
Support network with minimum level
42 28
28 63
67 28
53 68
68 54
35 22
22 24
72 38
38 36
27 41
41 67
69 70
69 64
70 34
64 62
63 29
29 3
15 51
15 35
51 16
51 65
62 23
75 76
76 71
74 76
0 2
0 1
1 4
1 55
61 75
54 66
48 74
73 58
58 40
57 17
17 42
17 27
24 45
33 46
46 34
45 6
16 11
11 13
11 14
10 12
65 66
3 31
3 43
47 48
47 61
4 8
4 78
78 44
77 39
39 69
7 10
36 9
66 59
59 26
26 52
52 18
50 44
44 20
56 50
43 30
30 25
32 30
31 19
31 32
19 21
71 72
37 5
55 57
55 56
49 77
40 60
60 18
18 7
25 37
23 53
23 33
20 47
21 15
21 49
34 73
