Minimum level:4
Runtime (sec):59.8474605000
Support network with minimum level
44 3
3 6
3 51
24 27
27 41
25 61
61 62
57 58
57 73
58 31
73 21
50 18
18 55
28 18
42 72
72 48
71 52
52 46
56 52
68 24
33 34
34 7
31 32
32 29
41 43
46 22
39 40
40 30
29 38
38 28
37 11
4 59
59 67
59 8
67 68
67 74
74 60
21 9
21 23
54 45
45 10
45 56
35 63
63 1
65 66
66 36
15 16
16 17
69 44
36 70
70 14
51 71
51 5
49 69
17 50
17 57
30 42
43 47
43 25
23 33
8 64
8 19
1 53
53 54
53 4
19 20
20 15
48 22
22 36
47 60
60 49
55 26
26 2
62 12
7 37
64 65
0 35
12 13
12 39
