Minimum level:7
Runtime (sec):121.2119663000
Support network with minimum level
29 35
29 43
35 48
43 30
67 41
41 74
75 76
75 71
76 68
71 50
4 19
19 47
21 16
21 25
16 5
25 26
25 33
47 63
68 20
27 15
15 21
23 28
28 67
30 14
53 44
44 24
74 54
54 24
66 38
38 58
63 64
64 18
20 64
3 12
77 70
70 11
49 78
49 17
78 50
17 10
17 31
22 61
61 62
42 81
81 29
52 32
32 36
31 42
73 53
59 39
39 27
33 60
60 46
55 56
55 8
56 22
8 9
8 49
40 72
72 73
50 23
24 20
26 57
57 79
2 4
2 3
6 7
6 51
51 52
62 40
18 1
45 69
69 77
0 65
0 59
65 66
65 45
80 40
79 80
79 2
48 82
37 34
34 55
58 6
82 36
10 75
10 13
46 37
36 22
