Minimum level:2
Runtime (sec):14.2011682000
Support network with minimum level
63 49
49 35
49 51
37 64
64 38
65 66
66 16
55 56
56 73
61 62
62 75
43 44
43 31
44 23
31 65
31 21
26 22
22 2
59 60
60 70
15 9
38 16
32 38
48 12
75 39
39 29
7 76
7 14
76 53
6 47
47 15
25 18
18 19
30 26
0 17
0 1
17 24
17 25
1 27
1 55
42 48
34 30
21 61
36 68
68 28
67 7
3 5
5 11
73 74
74 6
33 32
71 72
72 34
19 10
19 45
70 40
40 37
29 71
29 69
24 59
16 20
20 8
41 50
50 58
51 52
52 36
57 58
58 42
35 41
35 57
69 46
46 67
45 63
23 33
53 54
53 13
27 43
28 42
2 3
54 4
