Minimum level:2
Runtime (sec):0.3139049000
Support network with minimum level
39 17
39 40
17 14
40 28
27 19
19 64
15 37
15 47
37 44
47 57
47 23
6 67
67 31
67 81
68 58
58 9
57 61
61 62
81 68
32 82
82 78
2 43
2 16
43 4
16 3
53 54
54 48
62 84
51 29
29 79
29 38
38 53
73 74
74 8
5 60
60 86
79 80
79 59
44 25
4 6
4 15
66 85
85 34
31 10
48 63
34 48
24 70
70 12
69 20
20 21
52 20
55 45
45 83
45 49
21 56
56 7
41 42
41 36
42 22
36 75
35 51
80 18
59 73
33 5
65 66
71 26
26 28
63 72
72 1
64 24
77 52
78 71
83 35
84 77
3 27
18 30
86 69
75 76
76 32
0 2
0 41
30 11
12 50
50 22
49 46
46 30
23 33
28 13
25 55
25 65
22 39
