Minimum level:3
Runtime (sec):404.1435699000
Support network with minimum level
8 29
29 55
75 76
75 31
76 38
31 1
47 23
23 35
19 48
19 34
48 51
34 54
33 4
4 17
38 21
37 58
58 26
57 14
54 36
53 62
62 8
61 74
74 46
73 74
67 68
68 36
79 66
66 72
44 80
80 20
70 52
52 18
17 50
50 57
63 64
64 42
59 60
60 32
1 41
1 71
65 79
65 24
24 67
35 16
35 39
41 47
71 77
42 33
78 42
36 20
5 10
5 45
45 69
21 22
18 27
27 28
27 43
30 6
16 53
55 56
56 12
22 3
2 25
25 65
25 37
46 49
69 44
3 30
3 40
40 32
39 73
26 13
72 19
77 78
77 61
20 9
51 70
51 15
49 63
28 7
43 11
0 2
0 75
15 59
32 5
