Minimum level:3
Runtime (sec):2.0483325000
Support network with minimum level
26 13
49 63
49 28
63 64
28 7
27 43
43 11
44 80
80 20
79 66
66 72
67 68
68 36
73 74
74 46
61 74
53 62
62 8
34 54
54 36
51 15
51 70
15 59
70 52
69 44
30 6
0 2
0 75
2 25
75 31
75 76
25 65
25 37
21 22
22 3
55 56
56 12
52 18
18 27
8 29
1 71
1 41
71 77
41 47
31 1
76 38
29 55
47 23
23 35
19 48
19 34
48 51
33 4
4 17
24 67
42 33
39 73
3 40
3 30
40 32
36 20
17 50
50 57
64 42
59 60
60 32
45 69
46 49
58 26
57 14
37 58
38 21
35 39
35 16
16 53
32 5
5 45
5 10
72 19
65 79
65 24
78 42
77 61
77 78
20 9
