Minimum level:6
Runtime (sec):1.0909357000
Support network with minimum level
74 70
70 8
69 11
1 4
4 83
4 15
15 16
16 25
39 40
40 17
46 38
38 28
19 23
19 47
23 57
23 79
47 55
25 3
3 80
41 26
26 32
32 42
42 60
84 52
52 12
51 52
87 88
88 32
28 34
10 14
10 13
59 65
59 76
65 67
76 60
75 54
54 69
53 49
49 10
83 74
61 21
61 62
21 87
21 82
62 41
31 51
80 20
20 85
35 20
68 36
36 6
82 22
81 56
56 18
55 35
33 9
33 66
66 44
67 73
17 81
17 30
30 27
63 72
72 64
71 45
45 37
45 46
37 1
37 43
43 86
27 31
73 75
64 84
57 58
79 71
86 48
48 39
44 34
85 68
78 2
5 59
5 50
50 64
58 5
60 24
24 7
34 53
0 29
29 63
29 77
18 78
77 19
6 61
22 33
