Minimum level:2
Runtime (sec):0.1655650000
Support network with minimum level
33 59
59 58
75 76
75 31
76 34
31 82
2 6
6 73
55 20
20 22
1 56
56 23
52 16
16 49
73 21
88 32
32 42
5 7
58 24
24 54
72 62
62 74
61 50
50 66
49 4
4 11
4 12
28 18
18 3
30 18
35 51
35 70
51 43
70 45
87 88
82 84
81 41
41 27
60 46
46 86
8 10
40 30
29 57
57 53
66 5
65 64
64 37
77 78
78 67
19 75
38 26
26 44
34 26
74 40
80 74
83 47
47 79
47 36
84 65
21 19
22 61
45 83
45 60
53 68
15 17
15 52
17 2
43 81
86 48
85 38
68 71
67 34
48 9
79 80
54 8
71 72
39 33
36 28
23 39
69 87
44 14
25 29
25 1
42 13
27 69
27 25
37 55
37 85
63 15
63 77
0 35
0 63
