Minimum level:2
Runtime (sec):108.4439762000
Support network with minimum level
21 39
39 5
39 61
30 22
22 47
0 1
0 15
15 2
76 6
6 13
46 58
58 82
57 38
38 3
51 56
56 52
55 43
43 44
43 77
79 81
81 80
65 50
50 24
69 66
66 19
19 70
70 9
47 20
20 11
62 48
48 28
35 55
4 36
36 33
45 46
45 23
23 71
34 75
75 42
41 73
41 57
73 74
24 18
18 29
17 51
8 67
8 37
67 34
37 41
49 63
63 65
44 25
77 78
77 4
80 14
33 49
28 68
68 31
3 53
64 62
61 40
40 8
5 59
59 7
2 27
52 16
16 60
27 64
27 45
71 35
25 72
25 26
72 79
26 17
82 28
32 80
74 52
60 12
42 30
31 76
53 54
53 69
54 32
78 10
29 21
