Minimum level:2
Runtime (sec):8.6871525000
Support network with minimum level
37 61
61 19
32 38
38 1
25 31
31 39
57 58
57 43
58 49
43 44
70 68
68 18
23 72
72 24
71 60
60 63
29 30
30 53
11 15
15 65
15 14
62 54
54 9
36 54
39 51
39 45
51 48
45 69
21 2
2 3
2 4
4 22
22 5
33 34
33 57
34 6
49 26
19 12
65 20
20 24
63 66
66 64
24 16
16 52
52 32
48 33
47 48
64 42
42 23
35 11
18 36
50 46
46 59
69 70
67 7
7 55
7 25
55 17
55 56
17 27
17 35
56 50
26 40
44 26
6 44
40 10
5 67
5 41
41 47
41 8
28 29
27 64
0 28
0 21
53 62
53 13
59 71
59 37
