Minimum level:2
Runtime (sec):0.0387445000
Support network with minimum level
23 35
35 51
10 24
24 11
25 26
26 71
31 32
31 48
32 7
48 38
47 2
2 39
2 69
72 67
67 60
16 72
71 76
76 46
75 36
36 55
51 14
39 31
55 40
40 16
53 56
56 44
22 54
54 34
1 41
1 33
41 65
33 66
60 18
18 52
17 70
70 20
69 19
19 42
38 29
61 38
73 62
62 74
74 77
34 13
52 58
7 21
45 75
46 30
21 73
50 22
29 10
0 1
49 28
28 47
44 50
59 4
4 25
4 17
77 78
77 23
78 68
20 16
42 43
65 15
15 45
15 64
64 59
63 9
43 53
43 37
68 34
66 3
30 12
37 63
37 61
27 49
27 6
58 8
57 27
3 5
3 57
