Minimum level:2
Runtime (sec):0.4377194000
Support network with minimum level
1 27
1 65
27 44
65 17
42 49
49 69
58 32
32 18
17 25
25 15
25 26
41 53
41 42
53 31
53 63
57 74
74 58
73 50
50 23
44 62
43 30
30 16
15 41
26 34
34 10
70 34
54 40
40 7
6 40
18 71
47 57
47 48
48 46
19 55
55 68
39 51
39 52
51 54
52 36
63 64
64 60
69 76
21 1
21 29
29 35
4 45
45 66
16 6
22 13
75 33
33 61
76 73
61 70
62 28
68 56
56 24
23 3
24 22
5 14
0 21
36 2
35 37
35 38
37 39
38 43
28 12
59 75
59 72
72 60
71 8
31 4
31 59
67 19
10 11
20 28
7 47
7 9
66 5
46 20
60 67
