Minimum level:2
Runtime (sec):27.1378036000
Support network with minimum level
0 31
31 35
49 42
42 57
17 50
17 9
50 27
48 11
36 32
32 33
37 38
38 14
22 38
67 21
21 34
7 68
7 45
68 22
45 69
19 43
43 44
39 40
39 19
40 47
34 52
52 26
51 13
69 64
8 46
46 12
47 48
55 36
72 56
56 60
33 6
60 16
16 8
59 60
35 25
35 55
44 37
63 58
58 20
64 29
29 70
29 53
70 30
53 51
20 62
3 7
57 2
57 63
71 39
26 72
1 17
1 10
25 41
25 61
41 65
41 1
61 26
54 18
18 24
27 28
28 3
2 15
15 23
62 67
23 59
24 5
4 54
4 66
66 71
65 49
30 4
