Minimum level:2
Runtime (sec):0.0064646000
Support network with minimum level
86 83
83 87
44 30
30 58
66 30
62 64
64 19
63 52
52 91
61 74
74 62
73 28
28 26
27 94
94 22
93 39
39 59
75 49
75 76
49 41
76 86
21 25
25 1
25 51
2 23
2 45
23 5
45 6
10 13
89 18
18 34
71 90
90 7
57 72
72 65
36 38
38 16
41 67
41 29
67 42
29 11
56 53
53 54
70 56
87 88
88 68
42 37
5 75
5 15
19 84
84 55
26 31
55 79
79 80
69 70
68 20
59 73
59 60
60 69
1 47
47 46
65 66
58 48
33 85
33 77
85 93
77 78
16 71
43 44
8 62
54 40
91 92
92 24
22 36
81 8
35 82
82 61
78 81
80 34
20 3
31 17
40 32
32 12
17 89
17 10
48 9
46 50
51 63
51 33
0 21
0 2
50 4
4 35
34 14
37 57
24 27
15 43
