Minimum level:2
Runtime (sec):68.4152444000
Support network with minimum level
5 8
23 24
23 39
24 53
39 5
40 76
76 9
75 69
69 70
69 37
9 47
36 18
18 65
29 74
74 30
73 64
64 36
17 64
37 38
38 33
45 46
46 57
41 42
42 28
15 22
22 16
66 54
54 11
27 35
35 67
67 68
67 49
68 3
49 28
7 10
7 19
19 40
47 12
30 50
44 27
1 77
1 21
77 31
21 51
21 41
48 52
52 15
51 62
62 56
61 75
63 4
63 73
4 29
4 23
31 25
25 59
70 55
56 45
28 63
50 58
32 72
72 7
71 32
55 56
59 61
65 26
26 34
53 66
53 17
20 2
11 78
11 13
78 14
0 20
0 43
43 1
58 60
57 44
34 16
33 71
16 6
60 48
