Minimum level:6
Runtime (sec):3.3076239000
Support network with minimum level
92 90
90 86
85 76
76 34
37 73
73 57
29 59
59 43
59 78
15 30
30 46
57 58
57 38
58 16
38 18
35 79
79 80
79 41
20 34
34 36
74 27
27 1
27 28
2 71
2 49
71 81
49 55
70 7
26 42
42 32
41 42
36 16
84 96
96 89
95 40
40 63
39 4
4 11
4 61
18 6
83 84
53 54
54 48
52 54
82 33
33 51
68 22
22 64
47 52
51 37
32 70
87 88
88 93
69 87
94 74
48 14
25 26
3 66
66 86
65 82
81 67
67 3
67 69
61 12
61 62
62 44
91 92
89 25
1 83
1 5
28 95
75 85
11 65
11 56
56 17
55 39
80 24
24 31
23 35
31 94
93 77
77 68
60 20
19 9
86 8
78 60
64 60
43 21
43 50
21 91
21 47
50 45
63 13
5 15
5 10
44 72
72 75
0 2
17 23
17 29
16 53
46 19
45 44
