Minimum level:2
Runtime (sec):74.7144909000
Support network with minimum level
47 69
69 48
33 28
28 37
21 34
21 61
34 44
61 6
17 53
53 54
37 38
37 25
38 60
25 59
43 49
49 50
49 51
23 40
23 63
40 41
63 42
63 74
8 67
67 20
59 26
26 18
60 30
3 19
19 21
48 29
29 70
70 31
72 68
68 30
0 71
0 24
71 2
71 73
24 33
55 56
56 36
35 22
22 11
7 15
15 12
51 65
65 52
44 57
18 14
58 18
2 27
2 3
73 72
1 16
16 62
52 7
27 66
27 39
66 45
39 43
50 32
32 20
31 23
41 5
42 55
74 64
20 13
45 47
45 46
54 4
57 58
57 35
64 62
6 10
62 8
46 1
36 17
30 9
