Minimum level:4
Runtime (sec):30.4819697000
Support network with minimum level
2 33
2 43
33 34
33 20
43 44
43 19
0 2
0 1
1 29
1 6
35 25
35 69
25 55
25 27
69 70
38 32
32 24
31 56
56 11
55 8
8 49
8 10
23 3
37 38
40 18
18 67
15 21
21 52
21 51
67 16
16 31
19 68
19 61
68 63
61 62
27 48
27 39
48 57
57 58
64 14
29 15
51 45
45 5
52 22
22 35
41 42
42 71
70 42
58 24
24 28
46 50
50 12
60 50
30 72
72 64
71 36
36 66
7 47
47 46
66 40
65 9
28 30
49 17
63 23
62 41
17 37
59 60
34 26
20 4
4 53
53 54
53 59
54 65
12 13
44 58
39 40
26 7
