Minimum level:1
Runtime (sec):76.5553049000
Support network with minimum level
35 63
63 57
75 76
75 23
76 56
23 4
49 17
49 53
17 31
53 69
27 14
67 68
67 7
68 28
7 45
7 49
21 29
29 60
29 1
60 30
30 39
4 26
43 38
38 65
34 44
44 52
62 27
28 48
51 52
52 62
19 6
6 71
71 72
72 25
33 34
39 40
39 33
40 47
0 37
0 15
37 50
15 21
15 77
59 55
55 70
1 3
1 75
18 42
42 9
41 61
61 13
70 43
31 18
25 20
20 11
26 74
77 16
16 67
69 78
78 50
56 54
2 5
47 22
22 19
48 58
3 51
65 32
32 46
73 66
66 41
74 8
46 35
45 12
57 24
24 73
58 10
54 36
36 64
50 59
64 2
