Minimum level:1
Runtime (sec):0.2221490000
Support network with minimum level
0 2
0 43
2 4
2 89
43 1
69 51
69 70
51 6
70 28
27 81
81 82
20 60
60 64
79 80
80 76
75 54
54 59
1 55
1 77
6 78
55 52
52 47
74 56
56 30
64 15
15 86
23 19
19 57
19 17
33 34
34 46
26 20
77 72
53 75
53 18
18 58
25 48
48 26
47 44
44 41
59 79
49 27
88 62
62 90
61 35
61 88
35 42
87 85
85 38
46 24
24 10
83 84
84 49
78 7
72 21
71 31
31 32
50 66
66 8
65 33
28 39
86 36
38 53
30 38
8 14
89 3
90 50
42 11
63 23
68 40
40 13
39 67
67 16
16 68
58 5
4 71
37 73
73 74
82 87
21 83
21 22
22 69
32 29
29 37
17 25
17 61
57 26
76 12
7 63
41 65
36 45
45 9
