Minimum level:9
Runtime (sec):0.6389088000
Support network with minimum level
53 59
59 54
73 16
16 56
36 74
74 70
0 41
0 63
41 71
41 2
63 1
39 45
39 64
45 47
64 77
1 9
1 35
75 53
89 76
76 86
33 90
90 34
79 20
20 67
62 80
80 30
18 49
49 11
49 61
68 54
54 60
77 78
78 60
30 40
40 14
88 52
52 36
42 52
29 55
29 38
55 85
38 51
37 10
67 43
67 68
43 3
43 44
51 88
87 17
17 15
47 69
47 65
84 46
46 34
7 89
83 24
24 29
85 84
86 18
3 6
3 5
44 32
15 7
15 75
82 39
23 79
25 26
26 83
32 22
22 18
27 4
27 31
31 42
69 23
65 48
12 13
58 32
70 58
66 58
72 48
48 28
57 66
81 82
28 33
6 87
6 8
60 62
2 19
2 72
19 57
19 21
71 81
61 50
34 50
50 12
35 73
21 25
21 27
56 37
