Minimum level:5
Runtime (sec):2.1323837000
Support network with minimum level
33 63
63 55
55 56
56 17
81 82
82 34
20 38
38 51
36 32
32 64
4 32
66 16
16 11
17 39
39 19
39 75
75 40
40 27
42 76
76 92
49 7
7 23
68 50
50 69
78 54
54 61
79 54
88 80
80 22
62 66
65 26
26 5
25 46
46 48
45 73
73 74
84 72
72 70
87 88
21 10
31 37
37 57
37 71
19 18
18 44
89 90
89 47
90 24
47 36
5 13
5 78
77 52
52 12
51 25
61 14
35 59
35 9
59 74
48 21
74 70
34 86
64 77
91 35
92 30
15 53
15 28
53 2
53 79
28 62
41 42
29 68
67 15
69 87
30 20
57 81
57 58
71 89
86 83
85 29
0 1
0 33
1 6
1 45
27 41
27 67
2 3
24 85
43 44
44 91
58 30
23 43
23 31
22 4
70 60
83 65
83 84
3 49
60 8
