Minimum level:2
Runtime (sec):27.1317721000
Support network with minimum level
34 2
2 27
11 41
41 70
59 60
59 12
60 62
64 20
20 21
52 20
56 49
49 28
48 38
38 30
37 25
25 43
18 54
54 3
53 40
40 26
67 68
68 50
47 48
58 48
62 13
51 33
51 52
33 65
33 5
19 66
66 16
65 34
43 44
43 53
28 17
17 18
1 57
1 6
57 26
6 59
50 10
21 31
42 9
32 61
61 24
31 8
45 22
22 7
29 46
46 56
35 36
35 1
36 58
30 14
70 42
69 70
16 47
15 51
15 19
39 55
39 67
55 37
72 32
8 69
63 45
23 64
23 72
71 35
4 63
4 23
24 11
27 29
27 4
44 71
26 15
0 39
