Minimum level:1
Runtime (sec):0.0186155000
Support network with minimum level
22 68
68 6
67 22
23 24
24 70
1 27
27 65
27 57
4 45
4 60
45 55
60 7
59 29
29 66
74 53
53 48
66 30
30 10
8 25
25 40
39 1
40 61
37 26
26 54
44 38
38 15
21 31
21 39
31 67
55 47
55 56
47 63
56 11
35 72
72 36
71 33
33 34
41 73
73 74
48 21
54 35
51 44
17 52
52 16
61 62
62 36
34 9
63 64
64 23
28 46
46 18
70 5
5 43
43 49
43 51
18 13
3 12
3 58
58 69
57 28
65 71
69 37
36 59
19 41
19 20
20 42
2 3
42 4
49 50
16 32
32 14
15 17
50 8
0 19
0 2
