Minimum level:2
Runtime (sec):22.4299019000
Support network with minimum level
37 25
25 65
36 38
38 26
22 18
18 49
28 18
0 37
0 1
1 47
64 36
35 31
31 69
31 63
69 2
2 17
51 70
70 32
56 52
52 45
67 7
7 23
3 68
3 41
68 5
41 21
42 24
24 51
11 46
46 14
45 54
54 39
53 29
29 55
29 16
21 43
21 6
43 44
43 22
26 19
47 3
23 42
23 27
27 28
17 67
19 20
19 4
20 56
4 66
62 32
32 13
49 12
49 61
66 15
15 53
44 10
57 58
58 8
39 40
40 34
34 57
16 50
50 60
61 62
59 60
60 9
65 35
33 30
30 11
48 59
55 33
63 48
63 64
