Minimum level:4
Runtime (sec):9.6846452000
Support network with minimum level
41 17
17 3
3 42
3 23
42 58
23 24
23 13
0 27
0 1
27 28
27 2
1 33
62 18
18 64
35 59
59 61
61 60
60 36
37 62
39 38
39 40
38 22
40 34
33 45
45 6
36 20
20 34
46 20
54 36
58 69
57 58
34 44
44 26
26 11
49 15
15 14
21 50
21 53
50 10
53 39
51 54
5 52
5 8
52 7
65 37
70 68
68 66
64 46
6 30
6 43
10 31
10 65
2 41
22 16
31 25
25 12
19 32
19 21
32 51
66 4
48 66
67 29
29 35
69 70
69 49
30 9
43 19
43 47
16 55
24 5
55 56
55 67
56 26
28 63
47 57
63 48
