Minimum level:3
Runtime (sec):70.4920783000
Support network with minimum level
18 22
22 1
59 60
60 11
53 54
54 16
7 13
24 27
27 12
27 61
57 63
63 64
63 17
34 58
58 14
15 5
15 35
5 50
35 66
35 43
28 47
47 20
74 72
72 16
71 62
62 33
61 28
23 24
39 40
40 44
33 48
48 34
20 74
19 52
52 10
51 4
69 37
37 21
41 70
70 34
55 56
55 59
56 42
21 3
21 25
67 38
67 73
38 6
73 68
1 65
65 15
43 36
36 71
44 26
32 19
29 55
45 30
30 7
64 46
17 49
17 53
42 68
2 31
31 32
31 69
0 2
49 18
50 9
66 23
46 41
16 46
26 67
25 29
3 57
3 39
68 51
6 45
6 8
