Minimum level:9
Runtime (sec):78.4759270000
Support network with minimum level
50 24
24 90
37 24
61 62
62 76
56 46
46 20
41 2
41 70
70 42
69 43
43 74
64 44
44 84
53 44
26 54
54 40
91 12
91 92
12 67
12 79
92 38
55 56
57 82
82 58
81 87
87 88
68 72
72 55
71 72
58 68
83 39
39 19
84 37
31 27
31 32
27 86
32 33
86 38
85 66
66 40
19 57
38 28
65 85
65 17
17 1
28 18
1 4
67 25
25 31
95 96
96 71
88 5
40 30
30 22
80 93
93 23
93 94
22 11
34 22
77 73
73 61
63 78
78 64
42 95
23 45
23 3
94 49
16 41
47 15
47 48
15 13
15 16
48 63
3 59
59 6
59 60
0 65
0 69
33 47
33 34
35 36
36 26
74 64
76 58
79 14
79 80
6 75
60 29
49 50
45 77
90 10
89 51
51 83
4 91
18 21
20 18
21 35
21 7
29 81
29 89
52 53
75 8
8 9
8 52
