Minimum level:5
Runtime (sec):0.4127861000
Support network with minimum level
50 22
22 9
15 28
28 45
55 60
60 67
59 38
38 41
37 27
27 57
40 62
62 80
61 34
34 46
21 72
72 48
71 5
4 81
81 31
41 42
42 71
31 20
20 23
75 32
32 17
82 76
76 7
7 73
7 40
73 25
73 74
63 83
83 84
29 51
51 52
35 30
35 44
30 21
44 36
43 82
25 33
25 12
33 65
33 29
48 50
49 75
26 66
66 58
65 61
54 46
46 78
77 8
8 35
78 14
6 43
6 77
18 3
69 53
69 70
53 19
70 56
67 68
68 48
47 54
19 37
19 4
80 52
52 16
16 26
17 64
1 69
1 18
64 16
84 80
79 47
45 49
45 79
23 6
23 24
24 13
39 63
56 39
74 58
58 11
2 10
2 15
0 2
0 1
36 55
57 59
