Minimum level:3
Runtime (sec):40.9133409000
Support network with minimum level
27 67
67 35
5 28
5 17
28 52
17 11
0 55
0 1
55 2
1 4
1 63
68 36
36 65
51 52
52 38
35 62
35 40
24 68
41 53
41 39
53 64
39 57
61 15
15 25
15 71
62 19
40 48
57 61
57 58
74 31
31 14
31 37
54 46
46 30
45 33
33 43
33 69
19 3
19 20
3 6
20 5
29 66
66 72
65 18
18 9
32 18
56 42
42 8
64 54
63 59
59 49
72 54
49 50
6 60
60 13
73 74
30 44
34 32
70 32
37 47
58 44
43 21
21 10
8 45
8 24
23 22
22 16
16 27
44 26
26 7
71 72
48 51
69 70
69 34
47 38
4 56
4 41
50 29
38 12
25 23
25 73
