Minimum level:2
Runtime (sec):16.4531194000
Support network with minimum level
52 62
62 38
61 76
76 43
75 70
70 48
69 2
2 19
2 23
47 75
47 15
15 1
38 35
37 71
71 67
44 56
56 41
55 64
64 72
63 68
68 26
67 42
42 25
59 60
60 18
17 58
58 16
57 59
33 7
72 34
34 26
39 14
29 40
40 49
35 30
30 18
20 36
36 32
26 11
24 22
22 28
51 52
4 31
31 9
32 24
49 50
50 5
1 37
54 29
8 55
8 73
73 74
27 45
27 51
45 46
28 16
46 61
74 47
21 27
19 3
19 20
23 65
65 66
66 54
48 4
3 33
3 8
0 21
0 69
25 63
25 53
53 17
41 57
43 12
43 44
16 6
18 10
10 13
10 39
