Minimum level:2
Runtime (sec):0.0031886000
Support network with minimum level
18 10
10 13
10 39
43 12
43 44
44 56
15 1
1 37
20 36
36 32
35 30
30 18
29 40
40 49
39 14
56 41
55 64
64 72
63 68
68 26
67 42
42 25
59 60
60 18
17 58
58 16
57 59
47 15
47 75
75 70
46 61
61 76
66 54
54 29
53 17
49 50
52 62
62 38
76 43
70 48
69 2
2 23
2 19
23 65
19 3
19 20
3 8
3 33
8 55
8 73
33 7
27 45
27 51
45 46
51 52
38 35
37 71
71 67
22 28
28 16
73 74
74 47
21 27
50 5
32 24
24 22
41 57
31 9
26 11
34 26
72 34
16 6
65 66
48 4
4 31
25 53
25 63
0 69
0 21
