Minimum level:3
Runtime (sec):7.0000499000
Support network with minimum level
38 20
20 23
55 20
67 64
64 56
52 68
68 74
60 38
37 49
49 50
27 39
27 1
39 65
1 3
1 30
36 42
42 18
41 42
61 28
28 47
59 62
62 60
40 44
44 34
26 24
24 36
25 26
23 2
3 5
5 15
5 25
31 32
31 17
32 43
17 12
16 11
35 36
54 16
53 73
53 54
73 37
19 55
30 57
29 14
76 48
48 10
50 7
6 50
71 72
72 8
56 22
0 27
75 53
51 76
18 52
58 34
34 19
57 4
57 58
63 67
9 40
9 21
21 71
21 46
43 59
43 6
4 9
4 75
33 70
70 31
69 51
22 18
46 33
45 63
47 69
47 35
74 13
15 41
15 29
66 61
65 45
65 66
