Minimum level:6
Runtime (sec):22.1704552000
Support network with minimum level
48 44
44 46
43 31
31 74
59 57
57 6
75 60
60 66
15 76
15 41
76 21
41 67
0 47
0 1
47 2
47 61
1 4
1 37
78 46
46 16
16 32
32 53
74 28
73 63
63 14
37 3
3 43
3 59
80 38
38 23
8 9
55 56
56 62
77 78
50 34
34 29
79 71
71 72
71 77
17 80
67 68
67 17
68 48
53 64
64 54
35 22
22 19
51 36
36 42
61 52
52 48
62 69
2 33
2 65
33 79
33 27
65 45
23 25
19 39
19 49
39 7
49 40
4 75
27 28
42 20
54 30
24 54
70 30
30 18
58 24
25 26
26 50
28 15
29 12
45 51
72 55
20 8
66 11
40 20
18 13
6 58
6 73
69 70
69 10
21 5
21 35
