Minimum level:2
Runtime (sec):40.7360170000
Support network with minimum level
38 30
30 68
59 60
60 32
31 76
76 59
75 36
36 48
51 36
73 52
52 43
46 74
74 24
42 54
54 80
53 78
78 38
77 20
20 56
34 20
68 27
67 57
57 2
58 47
47 4
40 50
50 25
49 67
70 23
23 71
23 66
25 3
3 26
3 6
26 41
6 65
17 14
79 18
18 29
80 38
29 72
29 37
41 5
41 42
5 33
5 45
35 75
2 58
39 40
39 61
61 49
62 9
33 51
45 46
45 70
21 13
15 22
22 16
69 39
43 77
71 44
44 24
72 21
37 53
37 31
0 63
0 69
63 15
4 12
12 55
12 79
32 11
66 35
65 62
16 73
24 64
55 19
19 34
19 17
56 28
48 7
27 8
28 10
64 1
