Minimum level:2
Runtime (sec):5.9899302000
Support network with minimum level
61 49
49 67
65 62
62 9
23 66
23 71
66 35
71 44
5 33
5 45
33 51
45 70
45 46
34 20
20 56
77 20
53 78
78 38
42 54
54 80
32 11
80 38
38 30
63 15
15 22
24 64
64 1
30 68
68 27
67 57
57 2
6 65
22 16
16 73
29 37
29 72
37 53
37 31
72 21
44 24
43 77
46 74
74 24
73 52
52 43
51 36
36 48
75 36
31 76
76 59
59 60
60 32
19 34
19 17
17 14
4 12
12 79
12 55
69 39
39 61
39 40
70 23
21 13
48 7
47 4
40 50
2 58
58 47
25 3
25 26
3 6
26 41
0 63
0 69
35 75
41 42
41 5
79 18
18 29
56 28
28 10
27 8
50 25
55 19
