Minimum level:3
Runtime (sec):0.3639836000
Support network with minimum level
35 75
75 23
70 36
36 51
68 30
30 40
51 30
23 52
52 45
84 24
24 71
15 4
87 88
88 25
63 82
82 64
25 26
26 18
55 16
16 33
85 56
56 50
53 86
86 32
31 54
54 68
32 66
74 28
28 8
38 28
61 13
76 62
62 31
47 15
47 48
48 39
2 47
50 12
49 34
34 10
6 72
72 73
71 27
27 18
37 41
41 83
40 38
44 46
46 11
45 64
64 14
22 55
21 2
21 81
81 87
81 57
59 49
59 60
60 77
17 7
7 84
33 59
33 3
3 5
3 65
43 37
18 44
78 70
83 1
79 80
79 19
80 20
19 63
29 76
29 22
39 69
69 78
0 21
0 43
73 9
73 74
5 17
77 42
42 79
20 85
12 61
12 35
57 29
65 53
66 58
58 67
67 6
