Minimum level:2
Runtime (sec):9.6309015000
Support network with minimum level
65 15
15 2
15 17
75 76
76 77
55 18
18 7
45 56
56 78
29 30
29 33
30 23
33 34
58 64
64 26
63 29
78 50
77 66
66 38
61 66
22 62
62 48
0 65
0 1
1 3
17 55
17 25
24 9
36 59
59 73
59 58
67 5
46 68
68 32
41 43
43 53
21 42
21 6
42 69
6 8
6 75
47 57
57 51
25 36
34 28
27 22
28 72
48 54
51 52
52 67
44 52
54 74
53 44
3 21
8 35
35 47
35 37
38 31
31 63
32 14
37 71
37 61
71 10
73 60
60 70
70 12
69 27
10 45
10 13
72 20
4 49
49 40
74 19
23 41
50 46
20 16
19 26
26 24
39 4
40 11
16 39
