Minimum level:3
Runtime (sec):2.1430202000
Support network with minimum level
45 47
47 53
71 72
72 46
25 60
60 65
56 24
24 28
35 29
35 36
29 79
36 23
59 76
76 71
75 51
51 39
17 8
17 19
8 55
8 88
19 27
68 41
41 42
70 54
54 77
82 54
64 21
21 14
39 13
83 40
40 49
69 84
84 70
42 26
44 16
16 30
55 12
55 67
88 74
87 17
12 85
67 63
38 22
22 46
37 38
27 73
73 74
46 61
61 62
74 11
28 66
62 32
32 9
77 78
78 50
43 44
20 44
23 10
23 57
57 48
57 58
66 7
65 34
34 69
33 86
86 18
85 20
50 62
18 81
63 91
63 56
91 64
3 87
53 75
0 15
0 2
15 1
15 68
2 31
2 4
92 90
90 43
31 80
80 89
79 33
4 35
4 6
89 3
89 92
58 5
26 37
49 25
81 82
1 52
48 83
52 59
30 45
