Minimum level:2
Runtime (sec):3.0545183000
Support network with minimum level
44 29
29 78
22 40
40 62
53 40
75 76
75 31
76 54
31 47
54 26
26 24
25 13
38 28
28 66
27 41
41 37
62 5
33 27
72 34
34 39
78 20
20 38
19 67
67 77
37 4
51 52
52 57
24 46
46 32
58 49
49 50
49 61
61 69
69 43
43 11
3 70
3 6
70 22
6 7
6 35
66 42
42 23
35 8
18 36
36 48
77 78
71 72
56 64
64 18
63 68
68 59
32 30
30 1
57 58
47 58
48 16
50 32
15 60
60 74
59 71
9 12
9 75
74 33
73 74
16 10
39 65
65 53
17 19
17 56
55 9
7 73
7 45
45 51
45 55
10 44
10 14
0 2
0 21
2 15
2 3
21 17
21 63
23 25
