Minimum level:5
Runtime (sec):21.1992597000
Support network with minimum level
23 21
23 39
21 29
39 63
68 32
32 44
59 60
60 46
64 60
0 43
0 1
43 66
1 19
1 6
67 12
31 68
37 38
38 7
29 22
22 5
33 34
33 4
34 30
63 72
47 24
24 37
11 48
11 15
48 55
15 14
44 53
53 58
50 31
71 45
45 46
72 64
65 40
40 27
66 44
19 20
19 49
20 2
49 50
49 35
41 13
27 42
42 28
35 47
69 36
36 30
25 70
70 11
5 26
5 57
26 62
57 17
56 54
54 52
51 9
30 8
17 69
17 61
61 18
2 33
2 23
58 56
18 16
16 10
62 65
7 59
7 51
55 41
46 3
8 67
8 25
28 64
52 71
